id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
9gUNEtg0,True,1501297047665.0,1501297661005.0,97,outoftime,white,10+0,naoufel,1785,gambitsforlife,1680,e4 e5 Nf3 Nc6 Bc4 Be7 d3 Nf6 O-O O-O a3 d5 exd5 Nxd5 c3 Bg4 h3 Bh5 Nbd2 f5 Qb3 Bf7 d4 Na5 Qa2 Nxc4 Nxc4 e4 Nfe5 Be6 Qb1 f4 Qxe4 Bf5 Qf3 b5 Nc6 Qe8 Nxe7+ Nxe7 Ne5 Ng6 Re1 Nh4 Qxf4 Ng6 Qg3 Nxe5 Rxe5 Qf7 Be3 Rae8 f4 c6 Re1 Qg6 Qxg6 Bxg6 Rxe8 Rxe8 g4 h6 f5 Bf7 Bd2 Rxe1+ Bxe1 Bd5 Kf2 a6 Kg3 Kf7 Kf4 Bg2 h4 Bd5 Ke5 Ke7 Bd2 a5 g5 h5 f6+ gxf6+ gxf6+ Kf7 Bg5 a4 Kd6 Bf3 Kc5 Bh1 c4 bxc4 Kxc4 Bd5+ Kc5,C50,Italian Game: Hungarian Defense,6
CmL3yjXT,True,1504408050729.0,1504408881509.0,101,outoftime,white,10+0,jeandossantos,1822,elijahreese,1886,d4 d5 Nf3 Nc6 e3 Nf6 Bd3 e6 O-O Bd6 Re1 O-O a3 Bd7 Nbd2 e5 dxe5 Nxe5 Nxe5 Bxe5 Nf3 Bd6 Ng5 h6 Nf3 Ne4 c3 c5 h3 Bc6 Bc2 Qc7 Qd3 c4 Qe2 Rfe8 Nd4 Bd7 Qh5 Re5 Qe2 Rg5 Nf3 Rg6 Nh4 Bh2+ Kf1 Rf6 Nf3 Re8 Rd1 g5 Rxd5 Bc6 Rd4 h5 Qxc4 g4 Bxe4 gxf3 Bxf3 Bxf3 gxf3 Rxf3 Qb5 Re5 Rd5 Rxd5 Qxd5 Qg3 Qd8+ Kg7 Qd4+ f6 Qd7+ Kg6 Qd3+ f5 Ke1 Qxf2+ Kd1 Qg1+ Kc2 Rf2+ Kb3 Qg5 e4 Qe7 exf5+ Rxf5 Be3 Qe6+ Kc2 Kf7 Rd1 Be5 Kb1 Bf4 Bxf4 Rxf4 Ka1,D02,Queen's Pawn Game: Chigorin Variation,4
kKnHY1rx,True,1485657635563.0,1485658549241.0,71,outoftime,white,10+0,sabila,1865,exta,1623,e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nf3 Bg4 c5 Nc6 Bb5 a6 Ba4 b5 cxb6 Qd6 O-O g6 Qc2 Bd7 Be3 Ng4 Nbd2 Bh6 Rfe1 Bxe3 fxe3 O-O h3 Nf6 e4 Nb4 Qb3 Bxa4 Qxa4 Nd3 Re2 Qf4 e5 Ne4 Nxe4 dxe4 Nd2 Nxb2 Qb3 Nd3 Nxe4 Nxe5 dxe5 Rfd8 Rae1 Rab8 Nc5 Rd4 b7 a5 Na6 Rb4 Nxb4 Rxb7 Re4 Qg5 e6 f6 Qc4 axb4 Qc8+ Kg7 Qxb7,B13,Caro-Kann Defense: Panov Attack #2,7
dyxTKesP,True,1484903145661.0,1484904370315.0,95,outoftime,white,10+0,sabila,1723,moskwich,1708,e4 b6 d4 Bb7 Nc3 e6 Nf3 Be7 Bd3 Nf6 O-O h6 Re1 O-O e5 Nh7 Bf4 f5 Qd2 Bxf3 gxf3 Bg5 Bxg5 Qxg5+ Qxg5 Nxg5 Kg2 a6 f4 Nf7 Rg1 Kh7 Kf3 Nc6 Ke3 Nb4 a3 Nxd3 cxd3 c6 Rac1 b5 Ne2 Rg8 h4 h5 Rg2 g6 Rcg1 Nd8 Nc1 Nb7 b4 a5 Nb3 axb4 axb4 d6 Rb1 Ra4 Nd2 Rga8 Nf3 Kg7 Ng5 Re8 Rgg1 d5 Rb2 Re7 Kd2 Nd8 Kc2 Rea7 Rgb1 Ra3 Kd2 Ra2 Kc1 R2a3 Kc2 R7a4 Rb3 Ra2+ R3b2 R2a3 Kd2 Ra8 Kc2 Ra2 Nf3 Rxb2+ Kxb2 Ra4 Kb3,B00,Owen Defense,2
Xk6bwa5t,True,1504080423747.0,1504081652590.0,205,outoftime,white,10+0,tangela,1617,nitin00,1704,d4 d5 c4 h6 Nc3 Nf6 e3 a6 Nf3 Bg4 Be2 Bxf3 Bxf3 e6 e4 dxe4 Nxe4 Nxe4 Bxe4 c6 O-O Be7 Re1 O-O Bc2 Bf6 Be3 Re8 Qd3 Kf8 b3 Bg5 Bxg5 Qxg5 Re2 Nd7 Rae1 Nf6 h3 Qa5 a4 b5 cxb5 axb5 axb5 Qxb5 Qc3 Rac8 Bd3 Qb6 Rc1 Nd5 Qb2 Qb4 Rec2 Ne7 Be4 Rc7 Bxc6 Rec8 Bf3 Rxc2 Rxc2 Rxc2 Qxc2 Qxd4 Qa2 Qb6 Qa3 Qb8 Be4 f5 Bf3 Kf7 b4 Nc8 Qa5 Qb6 Bh5+ g6 Qxb6 Nxb6 Be2 Ke7 b5 Kd6 f4 Kc5 Kf2 Nd5 g4 Nc3 gxf5 exf5 b6 Kxb6 Bc4 Kc6 Bf7 g5 fxg5 hxg5 Kg3 Kd6 Bg6 Ke5 Kf3 Kf6 Bh7 Nd5 Bg8 Ne7 Bc4 Nc6 Bd5 Ne5+ Ke3 Ng6 Bc4 Nf4 Bf1 Ke5 Kf3 Ng6 Kg3 Nh4 Bd3 Ng6 Kf3 Nf4 Bf1 Nd5 Bg2 Nc3 Bh1 Ne4 Bg2 Nd2+ Kf2 Kf4 Ke2 Nc4 Kf2 Ne5 Bf1 Ng6 Bg2 Nh4 Bf1 Ng6 Bg2 Ne7 Bf1 Ng6 Be2 Nh4 Bf1 g4 hxg4 fxg4 Be2 g3+ Kg1 Nf3+ Kg2 Nh4+ Kg1 Nf5 Kg2 Ne3+ Kg1 Kg5 Bf3 Kh4 Bc6 Kh3 Bb7 Ng4 Bg2+ Kh4 Bf3 Ne3 Bc6 Nf5 Bg2 Nd4 Bb7 Ne2+ Kg2 Nf4+ Kf3 Ng6 Kg2 Nf4+ Kf3 Nd3 Kg2 Ne1+ Kf1 Nc2 Kg2 Nd4 Kf1 Nf5 Kg2,D06,Queen's Gambit,3
B9RinOGL,True,1503916567668.0,1503916603977.0,17,outoftime,white,10+0,tangela,1621,vrsaljko138,1593,d4 c6 c4 d5 e3 Bf5 cxd5 cxd5 Nc3 e6 Nf3 Nf6 Be2 Bb4 Qa4+ Nc6 Bb5,D10,Slav Defense,4
z6rYvR7n,True,1503821128456.0,1503822371513.0,153,outoftime,draw,10+0,tangela,1628,shon_tambunan,1666,d4 d5 c4 e6 Nc3 c6 cxd5 cxd5 Nf3 Bb4 e3 a6 Qa4+ Nc6 Ne5 Bxc3+ bxc3 Bd7 Qb3 Rb8 Nxc6 bxc6 Qa3 Ra8 Bd3 Ne7 O-O O-O e4 Bc8 exd5 exd5 Bg5 Re8 Rfe1 Ra7 Qc5 Qd7 c4 f6 Bh4 Kh8 cxd5 cxd5 h3 Rc7 Qa5 Nc6 Qa4 Rf8 Bxa6 Bxa6 Qxa6 Nxd4 Rad1 Nf5 Bg3 Ra7 Qe2 Raa8 Bh2 Rfe8 Qd2 Rxe1+ Rxe1 h6 Qc2 Ne7 Rd1 Rc8 Qb3 Ra8 a3 Kg8 Qb4 Kf7 Bd6 Nc6 Qc5 Ra5 Qc3 Qxd6 Ra1 d4 Qc4+ Qe6 Qd3 Qd5 Kh2 Ne5 Qd2 Qd6 Qxa5 Nc4+ g3 Nxa5 a4 d3 Rd1 d2 Kg2 Nb3 Kf1 Qd3+ Kg2 Qe2 Rf1 Nd4 a5 d1=Q Rxd1 Qxd1 Kh2 Qf3 a6 Ne2 h4 g5 hxg5 hxg5 a7 Qh5+ Kg2 Qh8 Kf3 Nd4+ Ke4 Nc6 f4 Nxa7 fxg5 Qh7+ Kf4 Nb5 gxf6 Kxf6 g4 Nd4 g5+ Kg6 Kg4 Qh5+ Kf4 Ne6+ Ke5 Qxg5+ Kd6 Qf6 Kc6 Qd8 Kb5 Qd5+ Kb4,D31,Semi-Slav Defense: Accelerated Move Order,6
CXj8RWsH,True,1500199627705.0,1500202938945.0,77,outoftime,white,10+30,miroslav1948,1996,fmtabriz,1959,e4 e5 d4 exd4 c3 dxc3 Bc4 d6 Ne2 g6 Nbxc3 Bg7 Qb3 Qe7 O-O Nf6 Bg5 O-O Rac1 Qe5 f4 Qc5+ Kh1 Nc6 Nb5 a6 Bxf7+ Rxf7 Rxc5 dxc5 Nxc7 Rb8 e5 Ne4 e6 Nxg5 exf7+ Nxf7 Qb6 Bf5 Qxc5 Bxb2 Nxa6 Re8 Ng3 Bd3 Nc7 Rc8 Nd5 Bd4 Qa3 Bxf1 Nxf1 Re8 g3 Kg7 Kg2 Re2+ Kh3 g5 Qd3 Rxa2 Nd2 Bc5 Ne4 g4+ Kxg4 Ba7 Kh3 Bg1 Qc3+ Kf8 Nd2 h5 Nf3 Ba7 Qb3,C21,Danish Gambit,5
ioTxTKNr,True,1491415892450.0,1491417286037.0,119,outoftime,white,5+8,fatkingfull,1584,amanan,1553,e4 e6 a4 d5 exd5 exd5 b3 Nf6 Bb2 Be7 Bxf6 Bxf6 Ra2 O-O Ne2 Re8 d3 Qe7 g3 Bg4 c3 Nc6 Bg2 Bxe2 Rxe2 Qc5 d4 Rxe2+ Qxe2 Qd6 O-O Na5 Re1 Qd7 b4 g6 bxa5 c6 Bf3 Qd8 a6 bxa6 Qxa6 Qc8 Qxc8+ Rxc8 h4 Rb8 Be2 Re8 Kf1 Rb8 a5 Rb2 a6 g5 hxg5 Bxg5 Rd1 f5 f4 Bd8 Bd3 Ra2 Kg1 Bc7 Bxf5 Rxa6 Be6+ Kg7 Bd7 Bd6 Rd2 Ra1 Rd1 Ra6 Nd2 Ba3 Re1 Bb2 Nb1 h6 Kg2 Rb6 Kh3 Ra6 Kg4 Rb6 f5 a5 Kh5 a4 Rf1 a3 Nxa3 Bxa3 Rf3 Bb2 f6+ Kf8 Kxh6 Rb3 Bxc6 Rxc3 Rxc3 Bxc3 Bxd5 Bxd4 Kg6 Be5 g4 Bc3 g5 Bd2 Kf5 Be3 g6 Bh6 Be6,C00,French Defense #2,2
HTAgSelk,True,1486850506301.0,1486851296305.0,38,outoftime,black,5+8,jaracimr,1693,amanan,1535,e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Qb6 Qd2 Bd7 Bd3 Bb5 O-O Bxd3 cxd3 Nd7 d4 Bb4 Qg5 Bf8 b3 Ne7 Ba3 Nf5 Bxf8 Kxf8 Rd1 Nb8 Nbd2 Nc6 Rac1 Nfxd4 Nxd4 Qxd4 Nf3 Qb6,C02,French Defense: Advance |  Steinitz Variation,7
7EWqCMsT,False,1486848263237.0,1486851867385.0,52,outoftime,black,15+10,giuliov,1600,amanan,1535,d4 e6 Nf3 d5 e3 c5 b3 cxd4 exd4 Bb4+ c3 Ba5 Bd3 Nf6 Nbd2 Bxc3 Rb1 Qa5 O-O Bxd2 Bxd2 Qb6 Rc1 Bd7 Ne5 O-O Nxd7 Nbxd7 f4 Qxd4+ Rf2 Qxd3 Rc7 Qd4 Rxb7 Ne4 Rb4 Qxf2+ Kh1 Qg1+ Kxg1 Rfc8 Rb7 Ndc5 Rb5 Nxd2 Qxd2 a6 Rb4 a5 Rb5 Ne4,A40,Horwitz Defense,2
H2rGJWSN,False,1474994093169.0,1474995440744.0,53,outoftime,white,15+0,tiaoabdo,1886,hamedbriki,1970,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 O-O Qd6 Nc3 Bg4 h3 Bh5 d3 O-O-O Be3 Nf6 Rb1 c5 a3 c4 Qe2 cxd3 cxd3 Qd7 Rfd1 Qe6 b4 Be7 b5 a5 b6 c6 Na4 Bxa3 Ra1 Qd6 Nb2 Bxf3 gxf3 Bb4 Nc4 Qe6 Nxa5 Bc3 Nxb7 Kxb7 Ra7+ Kc8 d4 Rd6 Qa6+,C69,Ruy Lopez: Exchange Variation |  Bronstein Variation,10
vasv4NRL,False,1474992778093.0,1474994089935.0,138,outoftime,black,15+0,hamedbriki,1970,tiaoabdo,1886,d4 d5 c4 e6 Nc3 Nf6 Nf3 Bb4 Bg5 Nbd7 cxd5 exd5 e3 c5 Bd3 c4 Bf5 h6 Bxf6 Bxc3+ bxc3 Nxf6 Bc2 Bg4 Ba4+ Kf8 Rb1 Bxf3 Qxf3 Qa5 Rb4 a6 Bd1 b5 Qe2 Qa3 Qb2 Qxb2 Rxb2 Ne4 Rc2 Ke7 f3 Nd6 O-O a5 e4 b4 exd5 Rhb8 Re1+ Kf6 Kf2 b3 Rb2 a4 Rd2 Nb5 Re3 Nc7 Re5 b2 Bc2 b1=Q Bxb1 Rxb1 g4 Rd8 Rf5+ Kg6 d6 Rxd6 Rc5 Nd5 Rxc4 a3 Rc5 Rb2 Rxd5 Rxd5 Ke1 Rdb5 c4 Rxd2 Kxd2 Rb2+ Kc3 Rxa2 Kb3 Ra1 h4 Kf6 f4 Ke6 h5 Rg1 Kxa3 Rxg4 Kb4 Rxf4 Kc3 Kd6 c5+ Kd5 c6 Kxc6 Kc4 g6 hxg6 fxg6 Kd3 Kd5 Ke3 g5 Ke2 h5 Ke3 Re4+ Kf3 g4+ Kg3 h4+ Kxh4 Rxd4 Kg3 Ke5 Kh4 Kf5 Kg3 Kg5 Kh2 Rd3 Kg2 Kh4 Kf2 Kh3 Ke2 Ra3,E20,Nimzo-Indian Defense: Ragozin Variation,8
k7Wo9xaY,True,1476966478293.0,1476967555232.0,152,outoftime,black,10+0,lucasmontagne,1643,justinlew99,1660,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 d5 exd5 Nb4 Nxe5 Nbxd5 Nxd5 Nxd5 Qe2 Be6 d4 Nf4 Bxf4 Bxc4 Qxc4 Qe7 Qb5+ c6 Qxb7 Qxb7 O-O Be7 b3 O-O Rfe1 Bf6 c3 Bxe5 Bxe5 Rfe8 Re3 f6 Bf4 Rxe3 Bxe3 Re8 Kf1 Qa6+ c4 Qa5 Ke2 Qh5+ Kd3 Qxh2 g3 Qh5 Kc3 Qf3 Rd1 Rxe3+ fxe3 Qxe3+ Rd3 Qc1+ Kb4 a5+ Kxa5 Qa3+ Kb6 Qxa2 Kxc6 Qg2+ Kc5 Qe2 Rc3 Qe7+ Kb5 Qb7+ Kc5 Qc7+ Kb5 Qb7+ Kc5 Qa7+ Kb4 Qb6+ Ka4 Qa6+ Kb4 Qd6+ c5 Qxd4+ Rc4 Qd2+ Kb5 Qd7+ c6 Qd5+ Kb6 Qd8+ c7 Qd6+ Kb5 Qd5+ Kb6 Qd6+ Kb7 Qd5+ Kc8 Kf7 Kb8 Qb5+ Ka7 Qa5+ Kb7 Qb5+ Ka7 Qd7 Kb6 Qd6+ Rc6 Qd4+ Kb7 Qb4+ Rb6 Qe4+ Kb8 Qd4 Rb7 Qe5 Ka8 Qa5+ Ra7 Qd5+ Kb8 Qxb3+ Rb7 Qxg3 Ka8 Qa3+ Ra7 Qf8+ Kb7 Qb4+ Kc8 Qf8+ Kb7 Qe7 Kc8 Qe8+ Kb7 Qe7 Kb8 Qe8+ c8=Q+ Kf8,C46,Four Knights Game: Italian Variation,7
GNV0WazB,False,1489075702810.0,1489076599803.0,76,outoftime,black,10+0,arkady00,1781,timeisrelativ,1674,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 c6 Bd2 Qc7 Nf3 Bg4 Be2 Nf6 h3 Bh5 g4 Bg6 Ne5 Nbd7 Nxg6 hxg6 Be3 O-O-O Bc4 e6 Qf3 Nb6 Bb3 Bb4 Bf4 Qe7 a3 Bxc3+ Qxc3 Nfd5 Bxd5 Nxd5 Qg3 Nxf4 Qxf4 g5 Qe3 Qf6 O-O-O Qf4 Qxf4 gxf4 f3 g5 c3 Rh7 Kc2 Rdh8 Rd3 Rxh3 Rxh3 Rxh3 Kb3 Kd7 Kc4 Kd6 a4 f5 gxf5 exf5 a5 g4 d5 g3 dxc6+ Kxc6 Rd1 Rh2 b4 Rf2,B01,Scandinavian Defense: Main Line,6
NN5JAMwL,True,1504188378969.0,1504189961474.0,103,outoftime,white,9+5,khelil,1568,andrzej701,1509,e4 c5 Bc4 e6 Nc3 Nc6 d3 a6 a4 Na5 Ba2 d6 Nf3 Be7 O-O h6 Re1 Bg5 Nxg5 hxg5 e5 d5 d4 c4 b3 cxb3 cxb3 Bd7 Qd2 f6 exf6 gxf6 b4 Nc4 Qe2 Qc7 Bb1 O-O-O b5 a5 Ba2 b6 Bxc4 dxc4 Qf3 Kb8 Ne4 Rf8 Be3 Ne7 Nxf6 Ka7 Bxg5 Ng8 Rac1 Nxf6 Bxf6 Rh6 Be5 Qc8 Qd1 Rh7 Qd2 Rhf7 Qe2 Rxf2 Qxc4 Qxc4 Rxc4 Ra2 Rc7+ Ka8 Rf1 Rxf1+ Kxf1 Bxb5+ Ke1 Rxa4 Rc8+ Kb7 Rc7+ Ka6 Rc8 Bd3 Kd2 Bf5 Kc3 Kb5 Rb8 Ra3+ Kb2 Rd3 Rc8 Kb4 Rb8 b5 Bd6+ Kc4 Rc8+ Kxd4 Bc5+ Ke5 Bb6,B20,Sicilian Defense: Bowdler Attack,3
PIWD38Gr,True,1497673901803.0,1497675354368.0,92,outoftime,black,9+5,khelil,1562,mathewjohn1965,1536,e4 e5 Bc4 d6 Nc3 Nf6 Nd5 Nxe4 d3 Nf6 Nxf6+ Qxf6 Nh3 Bxh3 gxh3 Be7 Rg1 Nd7 Bg5 Qf5 Bxe7 Kxe7 Rxg7 Raf8 Qg4 Qf6 Qg5 h6 Rxf7+ Rxf7 Qxf6+ Rxf6 O-O-O Rxf2 Rg1 Nb6 Rg7+ Kd8 Bb3 a5 a4 Rxh2 Be6 Re8 Rg6 h5 Rh6 Rh1+ Kd2 d5 b3 d4 c4 Rh2+ Kc1 Rf2 Kd1 Rb2 c5 Nd7 Bxd7 Kxd7 Rxh5 Rxb3 Kc2 Rb4 Rh7+ Kc8 Rg7 Rxa4 h4 Ra2+ Kc1 Rh2 Rg4 Rf8 Rg1 Rxh4 Kb2 Rh2+ Kb3 Rh3 Kc4 c6 Ra1 b5+ cxb6 Kb7 Kc5 Rxd3 Rxa5 Rc3+,C23,Bishop's Opening,3
5Lbk3cKE,True,1495298710024.0,1495299915340.0,102,outoftime,black,10+0,georgsu,1587,khelil,1553,c4 e5 e3 Bc5 Nc3 d6 Nf3 Nc6 d4 exd4 exd4 Bb4 Qc2 Qf6 Be2 Nxd4 Nxd4 Qxd4 O-O Nf6 Re1 O-O Be3 Qe5 a3 Bc5 Bxc5 Qxc5 Na4 Qf5 Qxf5 Bxf5 b4 Rae8 Bf3 Rxe1+ Rxe1 Re8 Rc1 Bd7 Nc3 c6 h3 a6 a4 h5 a5 g5 Kf1 g4 hxg4 Nxg4 Be2 h4 Kg1 Nh6 Rd1 h3 Rxd6 Ng4 gxh3 Ne5 h4 Be6 h5 Bxc4 Bxc4 Nxc4 Rd7 Ne5 Rxb7 Nf3+ Kg2 Nh4+ Kg3 Nf5+ Kg4 Nh6+ Kg5 Kg7 Rb6 Re5+ Kh4 Nf5+ Kg4 Nh6+ Kg3 Rg5+ Kf3 Rf5+ Ke2 Rxh5 Kf1 Rh1+ Ke2 Rh2 Rxc6 f6 Rxf6 Kxf6 Kf3 Rh3+,A20,English Opening: King's English Variation,2
mnFwFP8T,True,1495297795159.0,1495298681943.0,93,outoftime,white,10+0,baze,1712,khelil,1559,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Qf6 Nxc6 Qxc6 Nc3 Bb4 Bd2 Nf6 f3 O-O Bd3 Re8 O-O Bc5+ Kh1 d6 Bb5 Qb6 Bxe8 Bd4 Ba4 Qxb2 Nd5 Nxd5 exd5 Bf5 Bb3 Qa3 Rb1 a5 Bc1 Qb4 a3 Qb5 a4 Qb4 Bb2 Bxb2 Rxb2 Re8 Rb1 Qf4 Re1 Rf8 Qe2 h5 Qc4 Qg5 Qxc7 h4 h3 Qg3 Qxb7 g5 Qb5 Bxh3 Qe2 Bf5 Rg1 h3 gxh3 Qxh3+ Qh2 Qxh2+ Kxh2 Kg7 Kg2 g4 fxg4 Bxg4 Kg3 Bf5 Kf4+ Kf6 Rbe1 Rc8 Kg3 Bxc2 Bxc2 Rxc2 Rgf1+ Kg7 Rd1 Rc4 Rf4 Rc5 Rg4+,C45,Scotch Game,7
6skkN9ja,True,1473114428528.0,1473115644663.0,130,outoftime,black,10+0,mr47,1583,godson19,1567,d4 d5 c4 e6 Nf3 dxc4 e4 Nf6 e5 Ne4 Bxc4 a6 Nc3 Nxc3 bxc3 h6 O-O Nc6 d5 exd5 Bxd5 Qd7 Bxc6 Qxc6 e6 Bxe6 Nd4 Qxc3 Nxe6 fxe6 Qh5+ Ke7 Qh4+ Qf6 Ba3+ Kd8 Rad1+ Kc8 Qxf6 gxf6 Bxf8 Rxf8 Rfe1 e5 g4 b5 f3 Kb7 h3 Rg8 Kg2 h5 Kh2 h4 Kg2 Rad8 Rc1 Rd2+ Kf1 Rxa2 Kg1 b4 Ra1 b3 Rxa2 bxa2 Ra1 Rd8 Rxa2 Rd1+ Kg2 c5 Rb2+ Kc8 Rc2 Kb7 Rxc5 Rd2+ Kg1 Kb6 Rc1 Rb2 Rc8 a5 Rb8+ Kc5 Rxb2 a4 Ra2 Kb4 Rb2+ Ka3 Rc2 Kb3 Rc1 a3 Rb1+ Ka2 Rb8 Ka1 Ra8 Kb2 Rxa3 Kxa3 Kg2 Kb4 Kf2 Kc5 Ke3 Kd5 f4 e4 f5 Ke5 g5 Kxf5 g6 Kxg6 Kxe4 f5+ Kf4 Kf6 Kf3 Kg5 Kf2 f4 Kf3 Kf5 Kf2 Ke4,D21,Queen's Gambit Accepted: Rosenthal Variation,6
R7DYNw9D,True,1504379156524.0,1504379962725.0,129,outoftime,white,8+0,zapala,1537,kadmon96,1575,e4 c5 Nf3 d6 d4 cxd4 Nxd4 e5 Nf5 Bxf5 exf5 Nf6 Bb5+ Nc6 Bxc6+ bxc6 Qf3 Qd7 O-O Be7 Nc3 O-O Ne4 Nxe4 Qxe4 Bf6 Be3 d5 Qa4 Rfc8 Qg4 d4 Bh6 Kh8 Bd2 c5 c3 dxc3 Bxc3 Qd3 Rfd1 Qc2 Rdc1 Qd3 Rd1 Qa6 Qe4 Rd8 Rxd8+ Rxd8 Bxe5 Bxe5 Qxe5 Qc8 Rc1 a6 h3 f6 Qe6 Qxe6 fxe6 Re8 Rxc5 h6 Rc6 Ra8 e7 Kg8 Re6 Kf7 Re3 Re8 Ra3 Rxe7 Rxa6 Re2 Rb6 Kg6 a4 Kf5 a5 Re7 b4 Ke5 b5 Kd5 Rc6 Re1+ Kh2 Rb1 Rb6 Kc5 Rb7 Rxb5 Rxg7 Rxa5 Rg6 Ra2 Rxf6 Kd5 f3 h5 Rh6 Kd4 Rxh5 Ke3 Re5+ Kf4 Re4+ Kf5 Kg3 Ra6 Rf4+ Ke5 Kg4 Rg6+ Kh5 Rxg2 Rg4 Rf2 Rg3 Kf4 Kh4 Rxf3 Rxf3+ Kxf3 Kg5 Kg3 h4,B54,Sicilian Defense #2,6
Kcw71yNA,True,1500640330429.0,1500641532718.0,83,outoftime,white,10+0,nexovec,1703,ralex2010,1783,e4 e5 Nf3 Nc6 Bc4 h6 c3 Nf6 O-O d6 Re1 Be7 d4 O-O h3 Na5 Bd3 Nh7 dxe5 dxe5 Nxe5 Be6 Bf4 a6 c4 Bg5 Bg3 Bf6 Qa4 Bxe5 Bxe5 Qxd3 Qxa5 b6 Qc3 Qxc4 Bxg7 Qxc3 Bxc3 Rfe8 Nd2 Nf8 f4 f5 exf5 Bxf5 Nf3 Ng6 Nd4 Be4 f5 Nf4 Rf1 Nxg2 Rf2 Ne3 Re1 Nd5 f6 Bg6 Ref1 Kf7 Nc6 Ne3 Ne5+ Ke6 Nxg6 Nxf1 Re2+ Kf7 Rxe8 Rxe8 Ne5+ Rxe5 Bxe5 Ne3 Kf2 Nd5 Ke2 c6 Bc3 Nxf6 Ke3,C55,Italian Game: Anti-Fried Liver Defense,6
n94Shq6Q,True,1503218278061.0,1503219424081.0,72,outoftime,black,10+2,denisgodunov,1567,rezahatamiiiii,1759,e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 d6 Qh5 Qe7 Nc3 Nf6 Qf3 Be6 Bxe6 fxe6 e5 dxe5 Qxb7 Qb4 Qc8+ Kf7 Qxc7+ Nbd7 Rb1 Bd6 a3 Qxb2 Qxd6 Qxc3+ Qd2 Qxd2+ Kxd2 Rab8 Rc1 Rhc8 Ne2 Ne4+ Ke3 Ndf6 f3 Nd5+ Kxe4 Rxc1 Rxc1 Rb2 Kd3 Ra2 Nc3 Rxa3 Kd2 Nxc3 Rxc3 Rxc3 Kxc3 Kf6 Kb4 Kf5 g3 g5 h3 h5 Kc4 h4 gxh4 gxh4 Kd3 Kf4 Ke2 a5,C21,Danish Gambit Accepted,9
u30tY0dF,False,1502805430058.0,1502806939917.0,125,outoftime,white,10+2,denisgodunov,1576,armawansyah7,1779,e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 Nf6 e5 Qe7 Ne2 Nc6 exf6 gxf6 O-O d6 Nf4 Be6 Re1 Ne5 Nxe6 fxe6 Bxe5 fxe5 Qh5+ Kd7 Nc3 Re8 Rab1 Kc8 Qf3 c6 a4 Bg7 Qh3 h5 f4 Kb8 Ba6 b6 Qf3 Qc7 a5 exf4 Na4 b5 Rec1 Bd4+ Kh1 d5 Bxb5 cxb5 Rxc7 Kxc7 Rxb5 Rb8 Qxf4+ e5 Qf7+ Kc6 Rxb8 Rxb8 h3 e4 Qf1 h4 Qa6+ Kc7 Qf1 Rb4 Qf7+ Kc6 Qe8+ Kb7 a6+ Kxa6 Qc6+ Bb6 Nc5+ Ka5 Qxd5 Rb1+ Kh2 Bc7+ g3 Bxg3+ Kg2 Rb2+ Kf1 Rf2+ Kg1 Rf3 Nxe4+ Kb4 Nxg3 Rxg3+ Kf2 a5 Qd4+ Kb3 Qxh4 Rc3 Qf6 a4 Qb6+ Ka3 h4 Rb3 Qd6+ Kb2 Qe5+ Ka2 h5 a3 h6 Rb2+ Kf3 Kb1 h7 a2 Qe1+ Kc2 h8=Q,C21,Danish Gambit Accepted |  Classical Defense,10
qv9EMhUr,True,1501519741945.0,1501520787625.0,60,outoftime,black,10+2,obez9,1551,denisgodunov,1568,d4 e6 c4 b6 Nf3 Bb7 e3 Nf6 Bd3 c5 O-O cxd4 Nxd4 Bc5 Nd2 O-O N2f3 d5 a3 Bxd4 exd4 h6 Ne5 Nbd7 Ng4 h5 Nxf6+ Nxf6 Bg5 dxc4 Bxc4 Rc8 b3 b5 Be2 Bxg2 Kxg2 Qd5+ f3 Qxg5+ Kh1 h4 Rg1 Qd5 Qd3 Nh5 Qxb5 Nf4 Qxd5 exd5 Bb5 Rb8 a4 g6 Rg4 Ne2 Rxh4 Nxd4 Rxd4 Rfd8,A40,English Defense,4
Vq8qvNtQ,False,1501182391545.0,1501182598063.0,32,outoftime,black,10+5,ilyadjscjd,1600,denisgodunov,1542,e4 e5 Nf3 Nc6 Bb5 d6 d4 Bg4 d5 Bxf3 Qxf3 a6 dxc6 axb5 cxb7 Rb8 Nc3 Rxb7 Qd3 c6 Be3 Nf6 O-O-O Be7 f3 Qa8 Kb1 O-O a3 c5 Nd5 Nxd5,C62,Ruy Lopez: Steinitz Defense,6
